period,position,final_seniority,final_salary
2015_H1,Data Scientist / Data Analyst,junior,381.0
2015_H1,Data Scientist / Data Analyst,senior,5000.0
2015_H1,Data Scientist / Data Analyst,junior,1000.0
2015_H1,Data Scientist / Data Analyst,junior,1700.0
2015_H1,Data Scientist / Data Analyst,senior,3350.0
2015_H1,Data Scientist / Data Analyst,senior,560.0
2015_H1,Data Scientist / Data Analyst,junior,1000.0
2015_H1,Data Scientist / Data Analyst,junior,300.0
2015_H1,Data Scientist / Data Analyst,junior,925.0
2015_H1,Data Scientist / Data Analyst,junior,220.0
2015_H1,Data Scientist / Data Analyst,senior,460.0
2015_H1,Data Scientist / Data Analyst,middle,375.0
2015_H1,Data Scientist / Data Analyst,junior,1920.0
2015_H1,Data Scientist / Data Analyst,middle,700.0
2015_H1,Data Scientist / Data Analyst,junior,1200.0
2015_H1,Data Scientist / Data Analyst,junior,360.0
2015_H1,Data Scientist / Data Analyst,middle,80.0
2015_H1,Data Scientist / Data Analyst,junior,210.0
2015_H1,Data Scientist / Data Analyst,junior,800.0
2015_H1,Data Scientist / Data Analyst,middle,800.0
2015_H1,Data Scientist / Data Analyst,middle,2200.0
2015_H1,Data Scientist / Data Analyst,junior,900.0
2015_H1,Data Scientist / Data Analyst,middle,2500.0
2015_H1,Data Scientist / Data Analyst,middle,2500.0
2015_H1,Data Scientist / Data Analyst,junior,1200.0
2015_H1,Data Scientist / Data Analyst,middle,300.0
2015_H1,Data Scientist / Data Analyst,junior,950.0
2015_H1,Data Scientist / Data Analyst,middle,429.0
2015_H1,Data Scientist / Data Analyst,junior,500.0
2015_H1,Data Scientist / Data Analyst,junior,230.0
2015_H1,Data Scientist / Data Analyst,senior,4000.0
2015_H1,Data Scientist / Data Analyst,junior,3200.0
2015_H1,Data Scientist / Data Analyst,junior,1000.0
2015_H1,Data Scientist / Data Analyst,junior,1200.0
2015_H1,Data Scientist / Data Analyst,junior,240.0
2015_H1,Data Scientist / Data Analyst,middle,590.0
2015_H2,Data Scientist / Data Analyst,middle,1000.0
2015_H2,Data Scientist / Data Analyst,middle,990.0
2015_H2,Data Scientist / Data Analyst,senior,4000.0
2015_H2,Data Scientist / Data Analyst,junior,380.0
2015_H2,Data Scientist / Data Analyst,senior,600.0
2015_H2,Data Scientist / Data Analyst,senior,6000.0
2015_H2,Data Scientist / Data Analyst,middle,300.0
2015_H2,Data Scientist / Data Analyst,junior,124.0
2015_H2,Data Scientist / Data Analyst,middle,3200.0
2015_H2,Data Scientist / Data Analyst,junior,2000.0
2015_H2,Data Scientist / Data Analyst,junior,400.0
2015_H2,Data Scientist / Data Analyst,junior,5000.0
2015_H2,Data Scientist / Data Analyst,senior,400.0
2015_H2,Data Scientist / Data Analyst,junior,400.0
2015_H2,Data Scientist / Data Analyst,junior,120.0
2015_H2,Data Scientist / Data Analyst,middle,1495.0
2015_H2,Data Scientist / Data Analyst,middle,1800.0
2015_H2,Data Scientist / Data Analyst,junior,300.0
2015_H2,Data Scientist / Data Analyst,senior,3900.0
2015_H2,Data Scientist / Data Analyst,junior,280.0
2015_H2,Data Scientist / Data Analyst,senior,2000.0
2015_H2,Data Scientist / Data Analyst,middle,400.0
2015_H2,Data Scientist / Data Analyst,junior,1850.0
2015_H2,Data Scientist / Data Analyst,junior,1150.0
2015_H2,Data Scientist / Data Analyst,junior,385.0
2015_H2,Data Scientist / Data Analyst,middle,1750.0
2015_H2,Data Scientist / Data Analyst,middle,2000.0
2015_H2,Data Scientist / Data Analyst,middle,500.0
2015_H2,Data Scientist / Data Analyst,middle,2000.0
2015_H2,Data Scientist / Data Analyst,middle,1800.0
2015_H2,Data Scientist / Data Analyst,junior,320.0
2015_H2,Data Scientist / Data Analyst,senior,4500.0
2015_H2,Data Scientist / Data Analyst,junior,800.0
2015_H2,Data Scientist / Data Analyst,middle,2700.0
2015_H2,Data Scientist / Data Analyst,junior,1200.0
2015_H2,Data Scientist / Data Analyst,junior,800.0
2015_H2,Data Scientist / Data Analyst,junior,520.0
2015_H2,Data Scientist / Data Analyst,junior,340.0
2015_H2,Data Scientist / Data Analyst,senior,1000.0
2015_H2,Data Scientist / Data Analyst,junior,520.0
2015_H2,Data Scientist / Data Analyst,senior,450.0
2015_H2,Data Scientist / Data Analyst,junior,1200.0
2015_H2,Data Scientist / Data Analyst,junior,2000.0
2015_H2,Data Scientist / Data Analyst,senior,330.0
2015_H2,Data Scientist / Data Analyst,junior,1200.0
2015_H2,Data Scientist / Data Analyst,junior,250.0
2015_H2,Data Scientist / Data Analyst,junior,1400.0
2015_H2,Data Scientist / Data Analyst,junior,700.0
2016_H1,Data Scientist / Data Analyst,middle,600.0
2016_H1,Data Scientist / Data Analyst,junior,800.0
2016_H1,Data Scientist / Data Analyst,middle,4700.0
2016_H1,Data Scientist / Data Analyst,junior,500.0
2016_H1,Data Scientist / Data Analyst,senior,3800.0
2016_H1,Data Scientist / Data Analyst,junior,650.0
2016_H1,Data Scientist / Data Analyst,senior,5000.0
2016_H1,Data Scientist / Data Analyst,middle,3000.0
2016_H1,Data Scientist / Data Analyst,junior,2200.0
2016_H1,Data Scientist / Data Analyst,senior,1500.0
2016_H1,Data Scientist / Data Analyst,junior,1200.0
2016_H1,Data Scientist / Data Analyst,senior,5700.0
2016_H1,Data Scientist / Data Analyst,middle,2600.0
2016_H1,Data Scientist / Data Analyst,junior,1500.0
2016_H1,Data Scientist / Data Analyst,middle,1800.0
2016_H1,Data Scientist / Data Analyst,junior,1500.0
2016_H1,Data Scientist / Data Analyst,middle,400.0
2016_H1,Data Scientist / Data Analyst,junior,636.0
2016_H1,Data Scientist / Data Analyst,junior,1200.0
2016_H1,Data Scientist / Data Analyst,middle,1200.0
2016_H1,Data Scientist / Data Analyst,junior,1400.0
2016_H1,Data Scientist / Data Analyst,junior,600.0
2016_H1,Data Scientist / Data Analyst,middle,800.0
2016_H1,Data Scientist / Data Analyst,junior,1600.0
2016_H1,Data Scientist / Data Analyst,middle,700.0
2016_H1,Data Scientist / Data Analyst,junior,2000.0
2016_H1,Data Scientist / Data Analyst,middle,3300.0
2016_H1,Data Scientist / Data Analyst,junior,750.0
2016_H1,Data Scientist / Data Analyst,middle,1450.0
2016_H1,Data Scientist / Data Analyst,middle,1600.0
2016_H1,Data Scientist / Data Analyst,junior,700.0
2016_H1,Data Scientist / Data Analyst,junior,1000.0
2016_H1,Data Scientist / Data Analyst,junior,800.0
2016_H1,Data Scientist / Data Analyst,junior,600.0
2016_H1,Data Scientist / Data Analyst,junior,500.0
2016_H1,Data Scientist / Data Analyst,junior,1150.0
2016_H1,Data Scientist / Data Analyst,junior,900.0
2016_H1,Data Scientist / Data Analyst,junior,3000.0
2016_H1,Data Scientist / Data Analyst,junior,1000.0
2016_H1,Data Scientist / Data Analyst,middle,1000.0
2016_H1,Data Scientist / Data Analyst,junior,400.0
2016_H1,Data Scientist / Data Analyst,junior,1800.0
2016_H1,Data Scientist / Data Analyst,junior,1200.0
2016_H1,Data Scientist / Data Analyst,senior,2500.0
2016_H1,Data Scientist / Data Analyst,middle,2500.0
2016_H1,Data Scientist / Data Analyst,junior,800.0
2016_H1,Data Scientist / Data Analyst,junior,1600.0
2016_H1,Data Scientist / Data Analyst,junior,1200.0
2016_H1,Data Scientist / Data Analyst,junior,800.0
2016_H1,Data Scientist / Data Analyst,junior,1300.0
2016_H1,Data Scientist / Data Analyst,senior,2000.0
2016_H2,Data Scientist / Data Analyst,middle,2400.0
2016_H2,Data Scientist / Data Analyst,junior,500.0
2016_H2,Data Scientist / Data Analyst,junior,750.0
2016_H2,Data Scientist / Data Analyst,junior,460.0
2016_H2,Data Scientist / Data Analyst,junior,700.0
2016_H2,Data Scientist / Data Analyst,middle,1850.0
2016_H2,Data Scientist / Data Analyst,senior,3800.0
2016_H2,Data Scientist / Data Analyst,junior,750.0
2016_H2,Data Scientist / Data Analyst,middle,3325.0
2016_H2,Data Scientist / Data Analyst,junior,300.0
2016_H2,Data Scientist / Data Analyst,junior,1500.0
2016_H2,Data Scientist / Data Analyst,junior,4000.0
2016_H2,Data Scientist / Data Analyst,middle,530.0
2016_H2,Data Scientist / Data Analyst,junior,500.0
2016_H2,Data Scientist / Data Analyst,junior,1500.0
2016_H2,Data Scientist / Data Analyst,middle,650.0
2016_H2,Data Scientist / Data Analyst,middle,1330.0
2016_H2,Data Scientist / Data Analyst,middle,4200.0
2016_H2,Data Scientist / Data Analyst,junior,2000.0
2016_H2,Data Scientist / Data Analyst,middle,1800.0
2016_H2,Data Scientist / Data Analyst,senior,2000.0
2016_H2,Data Scientist / Data Analyst,middle,750.0
2016_H2,Data Scientist / Data Analyst,middle,2000.0
2016_H2,Data Scientist / Data Analyst,junior,600.0
2016_H2,Data Scientist / Data Analyst,junior,1000.0
2016_H2,Data Scientist / Data Analyst,senior,500.0
2016_H2,Data Scientist / Data Analyst,senior,600.0
2016_H2,Data Scientist / Data Analyst,senior,4000.0
2016_H2,Data Scientist / Data Analyst,junior,1100.0
2016_H2,Data Scientist / Data Analyst,middle,3000.0
2016_H2,Data Scientist / Data Analyst,junior,2000.0
2016_H2,Data Scientist / Data Analyst,middle,440.0
2016_H2,Data Scientist / Data Analyst,junior,700.0
2016_H2,Data Scientist / Data Analyst,junior,1400.0
2016_H2,Data Scientist / Data Analyst,middle,3700.0
2016_H2,Data Scientist / Data Analyst,junior,200.0
2016_H2,Data Scientist / Data Analyst,middle,2000.0
2016_H2,Data Scientist / Data Analyst,senior,4950.0
2016_H2,Data Scientist / Data Analyst,senior,1200.0
2016_H2,Data Scientist / Data Analyst,junior,1520.0
2016_H2,Data Scientist / Data Analyst,senior,1625.0
2016_H2,Data Scientist / Data Analyst,junior,1200.0
2016_H2,Data Scientist / Data Analyst,middle,550.0
2016_H2,Data Scientist / Data Analyst,junior,800.0
2016_H2,Data Scientist / Data Analyst,junior,800.0
2016_H2,Data Scientist / Data Analyst,senior,1200.0
2016_H2,Data Scientist / Data Analyst,middle,750.0
2016_H2,Data Scientist / Data Analyst,junior,600.0
2016_H2,Data Scientist / Data Analyst,middle,600.0
2016_H2,Data Scientist / Data Analyst,junior,1100.0
2016_H2,Data Scientist / Data Analyst,junior,500.0
2016_H2,Data Scientist / Data Analyst,junior,400.0
2016_H2,Data Scientist / Data Analyst,junior,600.0
2016_H2,Data Scientist / Data Analyst,middle,2400.0
2016_H2,Data Scientist / Data Analyst,junior,380.0
2016_H2,Data Scientist / Data Analyst,junior,550.0
2016_H2,Data Scientist / Data Analyst,junior,220.0
2016_H2,Data Scientist / Data Analyst,junior,1000.0
2016_H2,Data Scientist / Data Analyst,middle,500.0
2016_H2,Data Scientist / Data Analyst,junior,1800.0
2016_H2,Data Scientist / Data Analyst,junior,410.0
2016_H2,Data Scientist / Data Analyst,junior,700.0
2016_H2,Data Scientist / Data Analyst,junior,2300.0
2016_H2,Data Scientist / Data Analyst,junior,615.0
2016_H2,Data Scientist / Data Analyst,junior,2700.0
2016_H2,Data Scientist / Data Analyst,junior,350.0
2016_H2,Data Scientist / Data Analyst,junior,1400.0
2016_H2,Data Scientist / Data Analyst,middle,740.0
2016_H2,Data Scientist / Data Analyst,middle,1300.0
2017_H1,Data Scientist / Data Analyst,junior,2000.0
2017_H1,Data Scientist / Data Analyst,middle,4000.0
2017_H1,Data Scientist / Data Analyst,middle,3900.0
2017_H1,Data Scientist / Data Analyst,junior,1100.0
2017_H1,Data Scientist / Data Analyst,junior,800.0
2017_H1,Data Scientist / Data Analyst,junior,2300.0
2017_H1,Data Scientist / Data Analyst,middle,300.0
2017_H1,Data Scientist / Data Analyst,junior,1000.0
2017_H1,Data Scientist / Data Analyst,middle,2000.0
2017_H1,Data Scientist / Data Analyst,senior,260.0
2017_H1,Data Scientist / Data Analyst,senior,4000.0
2017_H1,Data Scientist / Data Analyst,junior,800.0
2017_H1,Data Scientist / Data Analyst,junior,270.0
2017_H1,Data Scientist / Data Analyst,junior,2050.0
2017_H1,Data Scientist / Data Analyst,junior,850.0
2017_H1,Data Scientist / Data Analyst,middle,1500.0
2017_H1,Data Scientist / Data Analyst,junior,800.0
2017_H1,Data Scientist / Data Analyst,junior,2700.0
2017_H1,Data Scientist / Data Analyst,junior,1520.0
2017_H1,Data Scientist / Data Analyst,junior,1100.0
2017_H1,Data Scientist / Data Analyst,junior,2400.0
2017_H1,Data Scientist / Data Analyst,senior,2400.0
2017_H1,Data Scientist / Data Analyst,junior,300.0
2017_H1,Data Scientist / Data Analyst,middle,280.0
2017_H1,Data Scientist / Data Analyst,junior,1000.0
2017_H1,Data Scientist / Data Analyst,senior,1200.0
2017_H1,Data Scientist / Data Analyst,middle,500.0
2017_H1,Data Scientist / Data Analyst,middle,1700.0
2017_H1,Data Scientist / Data Analyst,junior,375.0
2017_H1,Data Scientist / Data Analyst,junior,200.0
2017_H1,Data Scientist / Data Analyst,middle,3000.0
2017_H1,Data Scientist / Data Analyst,middle,660.0
2017_H1,Data Scientist / Data Analyst,middle,1400.0
2017_H1,Data Scientist / Data Analyst,middle,3500.0
2017_H1,Data Scientist / Data Analyst,middle,2000.0
2017_H1,Data Scientist / Data Analyst,junior,1500.0
2017_H1,Data Scientist / Data Analyst,senior,1500.0
2017_H1,Data Scientist / Data Analyst,junior,700.0
2017_H1,Data Scientist / Data Analyst,middle,860.0
2017_H1,Data Scientist / Data Analyst,junior,1200.0
2017_H1,Data Scientist / Data Analyst,junior,1200.0
2017_H1,Data Scientist / Data Analyst,junior,1500.0
2017_H1,Data Scientist / Data Analyst,junior,700.0
2017_H1,Data Scientist / Data Analyst,middle,350.0
2017_H1,Data Scientist / Data Analyst,junior,1110.0
2017_H1,Data Scientist / Data Analyst,junior,1000.0
2017_H1,Data Scientist / Data Analyst,junior,1500.0
2017_H1,Data Scientist / Data Analyst,junior,3000.0
2017_H1,Data Scientist / Data Analyst,junior,1500.0
2017_H1,Data Scientist / Data Analyst,senior,3000.0
2017_H1,Data Scientist / Data Analyst,middle,1600.0
2017_H1,Data Scientist / Data Analyst,middle,850.0
2017_H1,Data Scientist / Data Analyst,junior,310.0
2017_H1,Data Scientist / Data Analyst,junior,400.0
2017_H1,Data Scientist / Data Analyst,junior,270.0
2017_H1,Data Scientist / Data Analyst,senior,3900.0
2017_H1,Data Scientist / Data Analyst,junior,800.0
2017_H1,Data Scientist / Data Analyst,junior,700.0
2017_H1,Data Scientist / Data Analyst,senior,3900.0
2017_H1,Data Scientist / Data Analyst,junior,2000.0
2017_H1,Data Scientist / Data Analyst,middle,8000.0
2017_H1,Data Scientist / Data Analyst,middle,2700.0
2017_H1,Data Scientist / Data Analyst,senior,400.0
2017_H1,Data Scientist / Data Analyst,junior,770.0
2017_H1,Data Scientist / Data Analyst,junior,150.0
2017_H1,Data Scientist / Data Analyst,middle,2000.0
2017_H1,Data Scientist / Data Analyst,junior,1700.0
2017_H1,Data Scientist / Data Analyst,junior,800.0
2017_H1,Data Scientist / Data Analyst,middle,2000.0
2017_H1,Data Scientist / Data Analyst,middle,3700.0
2017_H1,Data Scientist / Data Analyst,middle,1700.0
2017_H1,Data Scientist / Data Analyst,middle,1000.0
2017_H1,Data Scientist / Data Analyst,senior,500.0
2017_H1,Data Scientist / Data Analyst,middle,650.0
2017_H1,Data Scientist / Data Analyst,middle,1200.0
2017_H1,Data Scientist / Data Analyst,junior,560.0
2017_H1,Data Scientist / Data Analyst,middle,1300.0
2017_H1,Data Scientist / Data Analyst,junior,350.0
2017_H1,Data Scientist / Data Analyst,middle,3000.0
2017_H2,Data Scientist / Data Analyst,junior,1100.0
2017_H2,Data Scientist / Data Analyst,junior,500.0
2017_H2,Data Scientist / Data Analyst,junior,250.0
2017_H2,Data Scientist / Data Analyst,middle,1700.0
2017_H2,Data Scientist / Data Analyst,senior,3200.0
2017_H2,Data Scientist / Data Analyst,junior,1000.0
2017_H2,Data Scientist / Data Analyst,junior,200.0
2017_H2,Data Scientist / Data Analyst,junior,500.0
2017_H2,Data Scientist / Data Analyst,junior,1500.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,junior,600.0
2017_H2,Data Scientist / Data Analyst,middle,1200.0
2017_H2,Data Scientist / Data Analyst,junior,300.0
2017_H2,Data Scientist / Data Analyst,junior,550.0
2017_H2,Data Scientist / Data Analyst,middle,700.0
2017_H2,Data Scientist / Data Analyst,senior,2000.0
2017_H2,Data Scientist / Data Analyst,middle,1600.0
2017_H2,Data Scientist / Data Analyst,senior,4100.0
2017_H2,Data Scientist / Data Analyst,junior,1500.0
2017_H2,Data Scientist / Data Analyst,junior,930.0
2017_H2,Data Scientist / Data Analyst,middle,622.0
2017_H2,Data Scientist / Data Analyst,middle,2350.0
2017_H2,Data Scientist / Data Analyst,junior,800.0
2017_H2,Data Scientist / Data Analyst,senior,4750.0
2017_H2,Data Scientist / Data Analyst,middle,1900.0
2017_H2,Data Scientist / Data Analyst,middle,1500.0
2017_H2,Data Scientist / Data Analyst,junior,800.0
2017_H2,Data Scientist / Data Analyst,junior,380.0
2017_H2,Data Scientist / Data Analyst,senior,3500.0
2017_H2,Data Scientist / Data Analyst,junior,250.0
2017_H2,Data Scientist / Data Analyst,junior,500.0
2017_H2,Data Scientist / Data Analyst,middle,1500.0
2017_H2,Data Scientist / Data Analyst,junior,650.0
2017_H2,Data Scientist / Data Analyst,middle,4200.0
2017_H2,Data Scientist / Data Analyst,middle,4500.0
2017_H2,Data Scientist / Data Analyst,junior,2000.0
2017_H2,Data Scientist / Data Analyst,middle,2500.0
2017_H2,Data Scientist / Data Analyst,middle,2400.0
2017_H2,Data Scientist / Data Analyst,junior,1300.0
2017_H2,Data Scientist / Data Analyst,middle,4725.0
2017_H2,Data Scientist / Data Analyst,junior,250.0
2017_H2,Data Scientist / Data Analyst,junior,300.0
2017_H2,Data Scientist / Data Analyst,junior,625.0
2017_H2,Data Scientist / Data Analyst,middle,2800.0
2017_H2,Data Scientist / Data Analyst,junior,300.0
2017_H2,Data Scientist / Data Analyst,middle,3300.0
2017_H2,Data Scientist / Data Analyst,senior,1300.0
2017_H2,Data Scientist / Data Analyst,junior,1000.0
2017_H2,Data Scientist / Data Analyst,junior,1700.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,junior,750.0
2017_H2,Data Scientist / Data Analyst,junior,1500.0
2017_H2,Data Scientist / Data Analyst,junior,320.0
2017_H2,Data Scientist / Data Analyst,junior,250.0
2017_H2,Data Scientist / Data Analyst,junior,1000.0
2017_H2,Data Scientist / Data Analyst,senior,4500.0
2017_H2,Data Scientist / Data Analyst,junior,1200.0
2017_H2,Data Scientist / Data Analyst,junior,2300.0
2017_H2,Data Scientist / Data Analyst,junior,900.0
2017_H2,Data Scientist / Data Analyst,middle,3400.0
2017_H2,Data Scientist / Data Analyst,middle,850.0
2017_H2,Data Scientist / Data Analyst,middle,1970.0
2017_H2,Data Scientist / Data Analyst,junior,1900.0
2017_H2,Data Scientist / Data Analyst,senior,260.0
2017_H2,Data Scientist / Data Analyst,junior,475.0
2017_H2,Data Scientist / Data Analyst,junior,650.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,senior,1150.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,senior,4000.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,junior,1200.0
2017_H2,Data Scientist / Data Analyst,junior,900.0
2017_H2,Data Scientist / Data Analyst,junior,2000.0
2017_H2,Data Scientist / Data Analyst,junior,380.0
2017_H2,Data Scientist / Data Analyst,middle,2000.0
2017_H2,Data Scientist / Data Analyst,middle,2250.0
2017_H2,Data Scientist / Data Analyst,junior,770.0
2017_H2,Data Scientist / Data Analyst,junior,1200.0
2017_H2,Data Scientist / Data Analyst,junior,300.0
2017_H2,Data Scientist / Data Analyst,junior,400.0
2017_H2,Data Scientist / Data Analyst,senior,3000.0
2017_H2,Data Scientist / Data Analyst,junior,500.0
2017_H2,Data Scientist / Data Analyst,middle,1000.0
2017_H2,Data Scientist / Data Analyst,middle,2800.0
2017_H2,Data Scientist / Data Analyst,junior,1200.0
2018_H1,Data Scientist / Data Analyst,senior,1000.0
2018_H1,Data Scientist / Data Analyst,senior,4400.0
2018_H1,Data Scientist / Data Analyst,middle,2600.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,middle,2400.0
2018_H1,Data Scientist / Data Analyst,middle,4500.0
2018_H1,Data Scientist / Data Analyst,junior,2200.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,junior,950.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,senior,3050.0
2018_H1,Data Scientist / Data Analyst,middle,2800.0
2018_H1,Data Scientist / Data Analyst,senior,4500.0
2018_H1,Data Scientist / Data Analyst,senior,600.0
2018_H1,Data Scientist / Data Analyst,junior,250.0
2018_H1,Data Scientist / Data Analyst,middle,3000.0
2018_H1,Data Scientist / Data Analyst,junior,2100.0
2018_H1,Data Scientist / Data Analyst,middle,2700.0
2018_H1,Data Scientist / Data Analyst,junior,3000.0
2018_H1,Data Scientist / Data Analyst,middle,2000.0
2018_H1,Data Scientist / Data Analyst,junior,1200.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,middle,1863.0
2018_H1,Data Scientist / Data Analyst,junior,2340.0
2018_H1,Data Scientist / Data Analyst,middle,5000.0
2018_H1,Data Scientist / Data Analyst,middle,1500.0
2018_H1,Data Scientist / Data Analyst,junior,650.0
2018_H1,Data Scientist / Data Analyst,middle,2300.0
2018_H1,Data Scientist / Data Analyst,junior,1500.0
2018_H1,Data Scientist / Data Analyst,middle,3500.0
2018_H1,Data Scientist / Data Analyst,junior,1100.0
2018_H1,Data Scientist / Data Analyst,junior,300.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,middle,1500.0
2018_H1,Data Scientist / Data Analyst,junior,500.0
2018_H1,Data Scientist / Data Analyst,middle,2800.0
2018_H1,Data Scientist / Data Analyst,junior,1200.0
2018_H1,Data Scientist / Data Analyst,junior,250.0
2018_H1,Data Scientist / Data Analyst,junior,1000.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,junior,1000.0
2018_H1,Data Scientist / Data Analyst,junior,1500.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,senior,4750.0
2018_H1,Data Scientist / Data Analyst,junior,600.0
2018_H1,Data Scientist / Data Analyst,junior,340.0
2018_H1,Data Scientist / Data Analyst,junior,500.0
2018_H1,Data Scientist / Data Analyst,middle,3500.0
2018_H1,Data Scientist / Data Analyst,middle,2800.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,senior,1600.0
2018_H1,Data Scientist / Data Analyst,senior,4500.0
2018_H1,Data Scientist / Data Analyst,senior,3600.0
2018_H1,Data Scientist / Data Analyst,senior,6000.0
2018_H1,Data Scientist / Data Analyst,junior,585.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,junior,475.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,middle,2500.0
2018_H1,Data Scientist / Data Analyst,senior,1300.0
2018_H1,Data Scientist / Data Analyst,junior,200.0
2018_H1,Data Scientist / Data Analyst,middle,3500.0
2018_H1,Data Scientist / Data Analyst,junior,300.0
2018_H1,Data Scientist / Data Analyst,junior,2600.0
2018_H1,Data Scientist / Data Analyst,junior,1050.0
2018_H1,Data Scientist / Data Analyst,junior,1000.0
2018_H1,Data Scientist / Data Analyst,junior,300.0
2018_H1,Data Scientist / Data Analyst,junior,150.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,middle,650.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,junior,1500.0
2018_H1,Data Scientist / Data Analyst,junior,500.0
2018_H1,Data Scientist / Data Analyst,junior,400.0
2018_H1,Data Scientist / Data Analyst,junior,350.0
2018_H1,Data Scientist / Data Analyst,junior,1100.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,junior,2000.0
2018_H1,Data Scientist / Data Analyst,senior,2200.0
2018_H1,Data Scientist / Data Analyst,junior,2100.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,junior,550.0
2018_H1,Data Scientist / Data Analyst,junior,600.0
2018_H1,Data Scientist / Data Analyst,senior,4400.0
2018_H1,Data Scientist / Data Analyst,middle,4000.0
2018_H1,Data Scientist / Data Analyst,junior,500.0
2018_H1,Data Scientist / Data Analyst,junior,400.0
2018_H1,Data Scientist / Data Analyst,middle,1700.0
2018_H1,Data Scientist / Data Analyst,middle,1700.0
2018_H1,Data Scientist / Data Analyst,middle,4000.0
2018_H1,Data Scientist / Data Analyst,middle,1700.0
2018_H1,Data Scientist / Data Analyst,junior,4750.0
2018_H1,Data Scientist / Data Analyst,senior,900.0
2018_H1,Data Scientist / Data Analyst,senior,4100.0
2018_H1,Data Scientist / Data Analyst,senior,1500.0
2018_H1,Data Scientist / Data Analyst,senior,1500.0
2018_H1,Data Scientist / Data Analyst,junior,1500.0
2018_H1,Data Scientist / Data Analyst,middle,2150.0
2018_H1,Data Scientist / Data Analyst,junior,800.0
2018_H1,Data Scientist / Data Analyst,junior,1800.0
2018_H1,Data Scientist / Data Analyst,junior,850.0
2018_H1,Data Scientist / Data Analyst,senior,6000.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,senior,2000.0
2018_H1,Data Scientist / Data Analyst,middle,2500.0
2018_H1,Data Scientist / Data Analyst,junior,1300.0
2018_H1,Data Scientist / Data Analyst,junior,700.0
2018_H1,Data Scientist / Data Analyst,senior,1800.0
2018_H1,Data Scientist / Data Analyst,junior,2100.0
2018_H1,Data Scientist / Data Analyst,middle,7000.0
2018_H1,Data Scientist / Data Analyst,junior,600.0
2018_H1,Data Scientist / Data Analyst,junior,1500.0
2018_H1,Data Scientist / Data Analyst,middle,2800.0
2018_H2,Data Scientist / Data Analyst,junior,530.0
2018_H2,Data Scientist / Data Analyst,senior,7000.0
2018_H2,Data Scientist / Data Analyst,senior,5800.0
2018_H2,Data Scientist / Data Analyst,junior,2200.0
2018_H2,Data Scientist / Data Analyst,senior,1000.0
2018_H2,Data Scientist / Data Analyst,junior,1000.0
2018_H2,Data Scientist / Data Analyst,middle,3500.0
2018_H2,Data Scientist / Data Analyst,senior,7500.0
2018_H2,Data Scientist / Data Analyst,junior,700.0
2018_H2,Data Scientist / Data Analyst,junior,1200.0
2018_H2,Data Scientist / Data Analyst,junior,1300.0
2018_H2,Data Scientist / Data Analyst,junior,1600.0
2018_H2,Data Scientist / Data Analyst,middle,2200.0
2018_H2,Data Scientist / Data Analyst,middle,550.0
2018_H2,Data Scientist / Data Analyst,middle,3500.0
2018_H2,Data Scientist / Data Analyst,junior,500.0
2018_H2,Data Scientist / Data Analyst,junior,950.0
2018_H2,Data Scientist / Data Analyst,junior,680.0
2018_H2,Data Scientist / Data Analyst,junior,3200.0
2018_H2,Data Scientist,junior,700.0
2018_H2,Data Scientist,junior,900.0
2018_H2,Data Scientist,middle,2650.0
2018_H2,Data Scientist / Data Analyst,middle,320.0
